1,46,"50228b8c-bbaa-4c32-83c6-2831a1ac317c","15a42aaf-f5cc-47df-bbb3-f59768ac6eed"
2,80,"f54f414e-d354-4347-b83b-6e6523d831fe","4be81211-c3b6-427b-ab0a-5e2264da4529"
3,297,"009083ff-8454-40c3-96ed-7a3641fbf2a6","a0088fe4-690d-4b89-ab37-deac32da24ab"
4,5454,"331cfb56-e7bb-4eb6-94ba-c3c892dd6c1e","70ba6f29-a782-40b7-a3c2-ba67d63eaf68"
5,11957,"3f28fbeb-1eaa-460f-9265-2ef2a47fd152","69e55abd-5aca-4eee-be94-ce3944c72e73"
6,61402,"7c193df7-ac6c-48ed-ba63-af6f012880a3","3559a76e-f7ca-4fad-bd03-8b5dd4a0131a"
7,3,"4647c509-9774-48ec-829b-69e78f343417","7dbeb2dd-1e7f-433b-9550-24d171712b33"
8,4,"97ef669a-c028-4c25-b5ff-7335aa5d806c","20a72d33-4b3e-47df-b88c-bbd632ed57df"
9,11,"9feecc9f-4805-487d-8350-b5f2ad6a43fa","baa818d0-cc26-400f-8c49-838ed811024b"
10,26,"50f97655-c930-40fd-82c7-fb33fd024fec","e421a897-4eb7-45a7-a4dc-6aaf4d7bd8a9"
11,40,"6f7367d5-031e-4a09-b12b-0c74817ef636","f22848f5-e5c2-4bd0-86ce-e254174b060a"
12,78,"f45430a3-d973-4994-bff7-baeedee22e9e","7dc0a2f0-4920-408d-8f32-cd5398d96d71"
13,82,"139d1b98-fa78-4828-9295-30717620ca4b","ac3fecae-4227-439c-93a2-de99ed93d395"
14,91,"a1b16676-daa4-44f9-82bd-1c284017024c","8990f1f0-174d-48b4-9d63-4bb7ec70abf1"
15,205,"4bd0476b-acec-446d-b526-23a0209101ca","4e70f3d3-5d5f-4bd1-8b98-e408b1bbfa0f"
16,273,"c8b3f1c6-a246-4ffe-a837-a49d6bb0ce52","66b22534-0c4c-4bb0-b6f6-9674cfc307ce"
17,274,"c8237ba1-f3a7-4a93-acb6-a23044c4f0cf","9c4a1757-422b-458f-b4d2-5e623c911ba6"
18,410,"29e9dd0e-1921-4e7f-b614-a3b686499d87","92511b15-56ab-40ec-b55b-985916069d1d"
19,411,"29e9dd0e-1921-4e7f-b614-a3b686499d87","92511b15-56ab-40ec-b55b-985916069d1d"
20,413,"ee2ed4a6-4d8c-4d20-8777-c6355c21666f","043a4bd9-9336-4cc3-b51c-1da703f89f87"
21,420,"aab6ceb2-2ea5-4d27-9719-cc2cb87395b7","2d10b938-06a4-4f79-89b5-a57706032a5f"
22,428,"50f97655-c930-40fd-82c7-fb33fd024fec","e421a897-4eb7-45a7-a4dc-6aaf4d7bd8a9"
23,444,"a1b16676-daa4-44f9-82bd-1c284017024c","8990f1f0-174d-48b4-9d63-4bb7ec70abf1"
24,568,"6edd234a-abff-4e90-9aab-b9b9c6e49ff7","87843b9b-516d-4a58-824b-f658d1361ad1"
25,569,"882ad5b5-f549-44a1-a434-c465d22fe4bf","3b27ede8-3ff9-435d-a264-e2de2ccbb2ce"
26,599,"50228b8c-bbaa-4c32-83c6-2831a1ac317c","15a42aaf-f5cc-47df-bbb3-f59768ac6eed"
27,609,"600a36b8-ed3e-40c6-8a5f-c2b890eda50a","4c2582ee-ec9e-420c-9ba2-ba401f2eacce"
28,625,"23f11cd4-ebe8-41c4-8367-20f6502d2ad6","e7a8cc92-d26f-4390-a9a8-1214a1938fe4"
29,635,"0d2ae42d-4c27-4cb7-af6c-2099062302bb","e3d5ea9e-50bd-43b7-88bf-39794f4e3d40"
30,664,"b0e08935-c57b-47cc-a092-59abdb48197d","a744f19e-c0f7-42be-bba9-04a282fb6b63"
31,678,"de132bb9-2b0b-4bd2-b918-7bc26a92d413","50defd3b-fe40-4875-8db4-ec7cad37a848"
