"id","ProductId","ManifestId","Date","TotalFiles","TotalFileSize","SizeDisk","SizeCompressed","TotalChunks","Compression"
"124","1842","704BC0681F42B72B751A16B6E7F3B8E1FAC93821","0000-00-00","0","0","0","0","0","0"
"125","1955","812B0F2FEAF2390809D23E920386618B1888B0AA","0000-00-00","0","0","0","0","0","0"
"126","2010","C51CCD4E438F70AF81E47B1E6A09CE9AC3383512","0000-00-00","0","0","0","0","0","0"
"127","3767","1ED46E906C841F8358DDCD459F28542C16C4BA67","0000-00-00","0","0","0","0","0","0"
"128","2298","CC6D878F2F7B091FD215D4FCAA45D3EF64C072F0","0000-00-00","0","0","0","0","0","0"
"130","3088","C7D87FDA77D05936C11B64F6FB7CCB69E7E2A152","0000-00-00","0","0","0","0","0","0"
"131","2855","E58BF753D2385E5BAD7898562F76773450EDAF5C","0000-00-00","0","0","0","0","0","0"
"132","5745","05AC4B3219887E35FE7A152B7371B0E6F6B54F39","0000-00-00","0","0","0","0","0","0"
"133","5059","E1A9AA6CA5351273003D8B57431D716165812BDC","0000-00-00","0","0","0","0","0","0"
"135","3352","35FE79CA47EAC3DAF764366CF364F3A767B22612","0000-00-00","0","0","0","0","0","0"
"136","3353","B12A8838450A032D7E2FA91F05FE19B68FDFA49D","0000-00-00","0","0","0","0","0","0"
"139","3445","984A979AD0094D912473789B0CF3B5BA42627DE3","0000-00-00","0","0","0","0","0","0"
"140","10871","08B50811C40B9CFF87A70F5DEDF72D27D37C38EB","0000-00-00","0","0","0","0","0","0"
"141","5454","0512858A0833DBF045A7213BA36E1AEF258B0775","0000-00-00","0","0","0","0","0","0"
"142","3539","566A0AB34A7DE9AC81F134ECFD1DE599146C5B94","0000-00-00","0","0","0","0","0","0"
"144","3774","7A804D040AD9861C312F34EB38805A2AE4637499","0000-00-00","0","0","0","0","0","0"
"145","13800","4726535D20DA05C7D654260B919F355A7D79C07E","0000-00-00","0","0","0","0","0","0"
"146","5759","151C4F991A6928298874A7B287A85752A941854A","0000-00-00","0","0","0","0","0","0"
"148","5406","48B2D8A8160A71CD7B61E20194EF05EE26D1A1D4","0000-00-00","0","0","0","0","0","0"
"150","5301","002ACB58D3022676A9807D6E54E213059845B041","0000-00-00","0","0","0","0","0","0"
"151","11277","94477CA018AA2482A5AF5C7A241C054F2E3149BA","0000-00-00","0","0","0","0","0","0"
"152","5063","E3E09B9502C9DD6026297A82881F4DC61DBDC86F","0000-00-00","0","0","0","0","0","0"
"153","16341","64374576326C2425A5809CA8383D2BD74F15FFBC","0000-00-00","0","0","0","0","0","0"
"155","11786","9EFFCE3CA97A6C92AA69D2D34E26BAEADEC5CE15","0000-00-00","0","0","0","0","0","0"
"156","4553","57AFC5E4A9687230A8AFFD16154C2B161CB87DBD","0000-00-00","0","0","0","0","0","0"
"157","5720","42C0988EA7C3DC34B216ECABD5395DC40E5884F9","0000-00-00","0","0","0","0","0","0"
"158","11425","8ABFCA4627D15D397E0F964A08A835F4C28AD1B7","0000-00-00","0","0","0","0","0","0"
"159","12580","61848BA9597689BBA28FE7B403C7730937D01BDF","0000-00-00","0","0","0","0","0","0"
"160","5062","92AAAF4DA983179EF52DDE7F57745B8E1C95E3AC","0000-00-00","0","0","0","0","0","0"
"161","5366","F0A8EF3C259F79FE868372E0C8821A7EA03BD3FE","0000-00-00","0","0","0","0","0","0"
"162","58833","F89B4ED72CB0E184ABDBE781C36423BE0FE1EA34","0000-00-00","0","0","0","0","0","0"
"163","5233","50FFDEA0D4AE22091FA9B3E7BD0FFD0FFA6EAAB9","0000-00-00","0","0","0","0","0","0"
"165","11783","0E28DD54B24BB54AC663472A278EC30F548926B5","0000-00-00","0","0","0","0","0","0"
"166","4919","1D752AE1406737FCE6EBBD6F5472C65798E0C156","0000-00-00","0","0","0","0","0","0"
"167","4938","36F3231706A14AF5AC17BD994CE682B9321A64D5","0000-00-00","0","0","0","0","0","0"
"168","5034","287AD02E282586985011E49F1BE891DEB78DBFFE","0000-00-00","0","0","0","0","0","0"
"169","5405","E1A7F43736AE8881B7F904F57DF4620D14243A68","0000-00-00","0","0","0","0","0","0"
"170","5038","50821173F4089592E4AF906A180AA68ECD7FC300","0000-00-00","0","0","0","0","0","0"
"171","5039","50BF2317164FAEFAEB1500238AFA375238BAD113","0000-00-00","0","0","0","0","0","0"
"172","5042","037B421247DC0DEAC11126D3525C5D853D6EB35A","0000-00-00","0","0","0","0","0","0"
"173","5051","1499705D05FD989493FACA6F855E2DFE3A1FEFF4","0000-00-00","0","0","0","0","0","0"
"174","5053","2AFDCDFE113EAC7392864D6ABCD185B22AF518B6","0000-00-00","0","0","0","0","0","0"
"175","5159","7BC37762EC23D7F733BEE33EE02158AE47CBD5D2","0000-00-00","0","0","0","0","0","0"
"176","5210","95B509592C0F6A6945B7167ECABA4724A9018EA3","0000-00-00","0","0","0","0","0","0"
"177","5266","832E73BB94690553BD757F8C3F1DEFAA39D6BDB3","0000-00-00","0","0","0","0","0","0"
"178","5393","D715208DE90C93B4A4CA9624F5C72F54D1BFE533","0000-00-00","0","0","0","0","0","0"
"180","5456","AA37C20D75DD002AF40738408552F27EEEFA7130","0000-00-00","0","0","0","0","0","0"
"181","5481","42616E0B6C54EAE6DCD49BA16CECFA004C0010A9","0000-00-00","0","0","0","0","0","0"
"182","5487","B6662D1470BFD61499C44693E83BADFC1FACCC1E","0000-00-00","0","0","0","0","0","0"
"183","5488","C394E7686D855639D001F32208CBCA394B96CC6C","0000-00-00","0","0","0","0","0","0"
"185","5642","EBD8CD1D9D65EF88823448F42B74AD961B084846","0000-00-00","0","0","0","0","0","0"
"186","5672","0CD87223340E677BF14FBB8F1ABF39662A7DF1A8","0000-00-00","0","0","0","0","0","0"
"187","5673","D96BB7A075E9D92AE0543DC9264E5EDEAC0E6449","0000-00-00","0","0","0","0","0","0"
"188","5689","7240A2B5C934E93132E99D242448A2A572C6ABD0","0000-00-00","0","0","0","0","0","0"
"189","5705","9C9B433511226ABCDCE2C5EBD76AC1CDA3484139","0000-00-00","0","0","0","0","0","0"
"190","5726","D065B5BA80D1F2F8342D0286602F8EE63FC66E91","0000-00-00","0","0","0","0","0","0"
"191","5729","422CE2D4A455E737E53BD6999254C8A9DD7AF6C3","0000-00-00","0","0","0","0","0","0"
"192","5763","E32575D664E2D686B31E32B0D6905FEE750A6F77","0000-00-00","0","0","0","0","0","0"
"193","5777","A2E52D7D833887886F2DBDCD3E7CBF76543E833C","0000-00-00","0","0","0","0","0","0"
"194","16032","B4EC043BA5CED7B9A95EBB4EBDA1E90859BA12F8","0000-00-00","0","0","0","0","0","0"
"195","11784","B90ACCA082ED531CA5D152296F0F867E52D6D64D","0000-00-00","0","0","0","0","0","0"
"196","9797","37D6849579F2A0A40F672495A39E08208C378DF3","0000-00-00","0","0","0","0","0","0"
"197","11671","5085D8DF39D16555286341A640531C2ACBC02A7F","0000-00-00","0","0","0","0","0","0"
"198","10885","DDB95D6391911293B371C54F1F877A3A3AF1E12C","0000-00-00","0","0","0","0","0","0"
"199","10456","47D6586F9EAF8D8839C7BCACC0C2B456392DB75A","0000-00-00","0","0","0","0","0","0"
"200","10684","84E71D32CD65E1D02CD3C7B6DA37851DEBF43C54","0000-00-00","0","0","0","0","0","0"
"201","11903","0391BB6E6A9D64EB22379D145EDC0021417CEDE0","0000-00-00","0","0","0","0","0","0"
"202","11662","B3FF0C092DEC6F47D2EA50D5610250030D4D876D","0000-00-00","0","0","0","0","0","0"
"203","16234","7907A6F7DE4D65FFEC74B4E356F03FEBCB0AF1E0","0000-00-00","0","0","0","0","0","0"
"205","11785","895143681A20E802FA23CC041B2BAFFE566C9C10","0000-00-00","0","0","0","0","0","0"
"206","15868","C13780B15A19E322298F0DF852D70539BB5F83A0","0000-00-00","0","0","0","0","0","0"
"207","16246","B65EBC8E66A38C4EED4D07B71CE431E366C2ED62","0000-00-00","0","0","0","0","0","0"
"208","11371","CAC63845208FE7506339415FEB12242A237F5654","0000-00-00","0","0","0","0","0","0"
"209","12185","FE83BF28DC4865CF946817683741C628BD562FC2","0000-00-00","0","0","0","0","0","0"
"210","11612","ABFECFC76B491C077B9B15CE192ECCE4B2A88A6F","0000-00-00","0","0","0","0","0","0"
"211","11720","C0571EBFCF919B7B8690CB868BBDCC69A729A2FB","0000-00-00","0","0","0","0","0","0"
"212","11787","55DD734D434554D8CE80D1C4D3B114C74FC90AD9","0000-00-00","0","0","0","0","0","0"
"213","11788","1486D34ED52BEA5158136426D71EB0BEE42A99FC","0000-00-00","0","0","0","0","0","0"
"214","11899","7542FA86B464CEB043E453F251D1A2E95A355079","0000-00-00","0","0","0","0","0","0"
"216","12320","EBF0218598D121E233CDC9E79C91607B2B05FF41","0000-00-00","0","0","0","0","0","0"
"217","12737","9FC9B77E72398A387B16C6C3FFE129E37AA5BE4A","0000-00-00","0","0","0","0","0","0"
"218","13631","764C35481BF560597D2FE927BEDC835AE8DDFDEC","0000-00-00","0","0","0","0","0","0"
"220","14964","3F78A0170FC7E7885D572AF5C4A80F0455D6F356","0000-00-00","0","0","0","0","0","0"
"221","17933","47CA481D68B5A88644F964CFCEACF9BFE0604267","0000-00-00","0","0","0","0","0","0"
"222","14824","9BD6F460FC3031E0BE35BC46C802D2004917F409","0000-00-00","0","0","0","0","0","0"
"223","15629","727A37649CB2712EA89508F9B39C6FF02566318E","0000-00-00","0","0","0","0","0","0"
"225","16812","E9AC400A4194FB6902A1E3EB3B436B2078DB6158","0000-00-00","0","0","0","0","0","0"
"227","16236","B708BCEA9FA417BF59AB08468B4EB67D8CAC1F7E","0000-00-00","0","0","0","0","0","0"
"229","17051","C8DAD87B02B1AAC416E4D8AC24B17A1F31051D09","0000-00-00","0","0","0","0","0","0"
"230","16656","4B911E33417B86B950530CC1E4E65F45584E4194","0000-00-00","0","0","0","0","0","0"
"231","16735","AC08CE1B0A72F4206DA0040B6545AB0AC7E518F2","0000-00-00","0","0","0","0","0","0"
"232","17905","9568B02A401BA1552C89AD8A9AF7266016664AD0","0000-00-00","0","0","0","0","0","0"
"233","19000","ABB1ADFA92C2F915F3B6C063907E32AAF7456F00","0000-00-00","0","0","0","0","0","0"
"234","2855","0747054D8A58FC0804ED7A8F30B0C921E80F0043","2022-04-07","0","0","0","0","0","0"
"235","4932","3C6D611271FAD3BADC1CDD436EEDCACDE2A587D6","0000-00-00","0","0","0","0","0","0"
"237","11903","5C5B155DB69FAF59843EDAF808FF003AF1182F4E","0000-00-00","0","0","0","0","0","0"
"238","4865","6E9B35FB062D9DAEF8710EF7FEF09A0BEB8A3A2B","0000-00-00","0","0","0","0","0","0"
"239","5595","BE054D2E2A3E0712D1E02B4FFF9EE95E3E07C1DF","2022-04-07","0","0","0","0","0","0"
"240","5595","3FAF443F9A79EFB417C8A18F02F1087B317BA52C","2022-04-08","0","0","0","0","0","0"
"241","3352","AB8A55DEC681A3F15DA328F87A69FB717B6C25C2","2022-04-07","0","0","0","0","0","0"
"242","5673","E49D6085CE8DD582F350B78DD29F3A4B0C466FF9","2022-04-05","0","0","0","0","0","0"
"243","5673","7919BD821235BB49F171977688AA883A25CA011A","2022-04-07","0","0","0","0","0","0"
"244","5673","101DA3E2290B461D5E75B09E238656E8510A8D02","2022-04-08","0","0","0","0","0","0"
"245","5779","30CEA74E2D363FC0B49117B25CF1E034295C5228","0000-00-00","0","0","0","0","0","0"
"246","5779","2E89315AC71FC083C5144335948C2A37A68EA042","2022-04-07","0","0","0","0","0","0"
"247","15657","36FE79D6E4290830D40BC18AA4E21EF2500939B9","2022-04-08","0","0","0","0","0","0"
"249","15657","3346944094A86FF27728EE256FEC9708EE796136","0000-00-00","1738","46021574910","3071901950","1380041127","1","1"
